FIPS,name,HC01_EST_VC04,HC01_EST_VC05,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC14,HC01_MOE_VC04,HC01_MOE_VC05,HC01_MOE_VC10,HC01_MOE_VC11,HC01_MOE_VC12,HC01_MOE_VC14
19,"CD101, Manhattan",15,44,1561,100,2,1722,0.7,1.7,4.2,4.3,0.4,3.9
29,"CD102, Manhattan",19,91,1872,122,3,2107,0.9,3.5,5.1,5.2,0.5,4.7
30,"CD103, Manhattan",26,51,995,49,9,1130,1.3,2.0,2.7,2.1,1.6,2.5
21,"CD104, Manhattan",30,50,1550,131,7,1768,1.5,1.9,4.2,5.6,1.3,4.0
13,"CD105, Manhattan",28,82,4188,186,10,4494,1.4,3.2,11.4,8.0,1.8,10.1
31,"CD106, Manhattan",13,30,1554,55,2,1654,0.6,1.2,4.2,2.4,0.4,3.7
20,"CD107, Manhattan",12,55,1982,86,4,2139,0.6,2.1,5.4,3.7,0.7,4.8
42,"CD108, Manhattan",15,62,2099,130,3,2309,0.7,2.4,5.7,5.6,0.5,5.2
60,"CD109, Manhattan",6,20,586,35,1,648,0.3,0.8,1.6,1.5,0.2,1.5
70,"CD110, Manhattan",25,36,519,45,3,628,1.2,1.4,1.4,1.9,0.5,1.4
48,"CD111, Manhattan",13,16,388,28,1,446,0.6,0.6,1.1,1.2,0.2,1.0
71,"CD112, Manhattan",1,17,613,25,1,657,0.0,0.7,1.7,1.1,0.2,1.5
18,"CD164, Manhattan",0,0,28,5,0,33,0.0,0.0,0.1,0.2,0.0,0.1
41,"CD201, Bronx",27,16,375,26,4,448,1.3,0.6,1.0,1.1,0.7,1.0
44,"CD202, Bronx",18,6,115,14,2,155,0.9,0.2,0.3,0.6,0.4,0.3
53,"CD203, Bronx",13,8,266,20,5,312,0.6,0.3,0.7,0.9,0.9,0.7
32,"CD204, Bronx",8,9,278,22,6,323,0.4,0.4,0.8,0.9,1.1,0.7
62,"CD205, Bronx",11,7,200,30,5,253,0.5,0.3,0.5,1.3,0.9,0.6
63,"CD206, Bronx",30,7,181,20,6,244,1.5,0.3,0.5,0.9,1.1,0.5
36,"CD207, Bronx",13,8,219,35,9,284,0.6,0.3,0.6,1.5,1.6,0.6
24,"CD208, Bronx",17,10,224,19,0,270,0.8,0.4,0.6,0.8,0.0,0.6
45,"CD209, Bronx",24,7,263,19,3,316,1.2,0.3,0.7,0.8,0.5,0.7
59,"CD210, Bronx",14,15,253,15,5,302,0.7,0.6,0.7,0.6,0.9,0.7
50,"CD211, Bronx",7,9,218,16,6,256,0.3,0.4,0.6,0.7,1.1,0.6
58,"CD212, Bronx",29,26,260,12,11,338,1.4,1.0,0.7,0.5,2.0,0.8
33,"CD226, Bronx",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
51,"CD227, Bronx",0,0,4,2,0,6,0.0,0.0,0.0,0.1,0.0,0.0
52,"CD228, Bronx",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,"CD301, Brooklyn",99,102,851,95,28,1175,4.8,4.0,2.3,4.1,5.0,2.6
6,"CD302, Brooklyn",33,81,1105,89,4,1312,1.6,3.2,3.0,3.8,0.7,3.0
14,"CD303, Brooklyn",77,90,586,45,28,826,3.8,3.5,1.6,1.9,5.0,1.9
22,"CD304, Brooklyn",62,52,362,20,13,509,3.0,2.0,1.0,0.9,2.3,1.1
