FIPS,name,HC01_EST_VC04,HC01_EST_VC05,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC14,HC01_MOE_VC04,HC01_MOE_VC05,HC01_MOE_VC10,HC01_MOE_VC11,HC01_MOE_VC12,HC01_MOE_VC14
19,"CD101, Manhattan",3,27,989,22,0,1041,0.2,1.4,3.0,4.0,0.0,2.7
29,"CD102, Manhattan",11,72,1643,7,1,1734,0.6,3.7,5.0,1.3,0.2,4.6
30,"CD103, Manhattan",16,27,719,22,0,784,0.8,1.4,2.2,4.0,0.0,2.1
21,"CD104, Manhattan",24,34,1056,29,1,1144,1.2,1.7,3.2,5.2,0.2,3.0
13,"CD105, Manhattan",21,45,3147,43,15,3271,1.1,2.3,9.5,7.8,3.0,8.6
31,"CD106, Manhattan",2,20,1147,11,0,1180,0.1,1.0,3.5,2.0,0.0,3.1
20,"CD107, Manhattan",5,46,1510,50,3,1614,0.3,2.3,4.6,9.0,0.6,4.2
42,"CD108, Manhattan",18,50,1871,25,1,1965,0.9,2.5,5.7,4.5,0.2,5.2
60,"CD109, Manhattan",7,23,399,9,0,438,0.4,1.2,1.2,1.6,0.0,1.2
70,"CD110, Manhattan",8,26,396,5,5,440,0.4,1.3,1.2,0.9,1.0,1.2
48,"CD111, Manhattan",18,17,433,10,6,484,0.9,0.9,1.3,1.8,1.2,1.3
71,"CD112, Manhattan",4,10,419,12,1,446,0.2,0.5,1.3,2.2,0.2,1.2
18,"CD164, Manhattan",0,0,21,1,0,22,0.0,0.0,0.1,0.2,0.0,0.1
41,"CD201, Bronx",25,10,410,7,12,464,1.3,0.5,1.2,1.3,2.4,1.2
44,"CD202, Bronx",13,3,175,3,3,197,0.7,0.2,0.5,0.5,0.6,0.5
53,"CD203, Bronx",12,5,239,4,0,260,0.6,0.3,0.7,0.7,0.0,0.7
32,"CD204, Bronx",20,33,289,4,8,354,1.0,1.7,0.9,0.7,1.6,0.9
62,"CD205, Bronx",19,13,241,3,9,285,1.0,0.7,0.7,0.5,1.8,0.8
63,"CD206, Bronx",23,15,257,3,8,306,1.2,0.8,0.8,0.5,1.6,0.8
36,"CD207, Bronx",23,7,266,5,15,316,1.2,0.4,0.8,0.9,3.0,0.8
24,"CD208, Bronx",20,14,205,6,3,248,1.0,0.7,0.6,1.1,0.6,0.7
45,"CD209, Bronx",23,10,360,13,4,410,1.2,0.5,1.1,2.4,0.8,1.1
59,"CD210, Bronx",5,13,187,5,5,215,0.3,0.7,0.6,0.9,1.0,0.6
50,"CD211, Bronx",11,9,259,1,3,283,0.6,0.5,0.8,0.2,0.6,0.7
58,"CD212, Bronx",31,14,314,2,6,367,1.6,0.7,1.0,0.4,1.2,1.0
33,"CD226, Bronx",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
51,"CD227, Bronx",1,0,4,0,0,5,0.1,0.0,0.0,0.0,0.0,0.0
52,"CD228, Bronx",0,0,0,1,0,1,0.0,0.0,0.0,0.2,0.0,0.0
2,"CD301, Brooklyn",102,86,994,36,14,1232,5.1,4.4,3.0,6.5,2.8,3.2
6,"CD302, Brooklyn",35,58,1200,26,14,1333,1.8,2.9,3.6,4.7,2.8,3.5
14,"CD303, Brooklyn",59,76,611,10,15,771,3.0,3.9,1.9,1.8,3.0,2.0
22,"CD304, Brooklyn",25,45,406,10,8,494,1.3,2.3,1.2,1.8,1.6,1.3
64,"CD305, Brooklyn",34,14,420,7,13,488,1.7,0.7,1.3,1.3,2.6,1.3
