FIPS,name,HC01_EST_VC04,HC01_EST_VC05,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC14,HC01_MOE_VC04,HC01_MOE_VC05,HC01_MOE_VC10,HC01_MOE_VC11,HC01_MOE_VC12,HC01_MOE_VC14
19,"CD101, Manhattan",13,33,1321,77,1,1445,0.7,1.7,3.9,4.4,0.2,3.6
29,"CD102, Manhattan",13,60,1626,61,3,1763,0.7,3.0,4.8,3.5,0.7,4.4
30,"CD103, Manhattan",21,33,940,49,6,1049,1.1,1.7,2.8,2.8,1.4,2.6
21,"CD104, Manhattan",19,41,1444,92,1,1597,1.0,2.1,4.3,5.3,0.2,4.0
13,"CD105, Manhattan",29,58,4148,189,3,4427,1.6,2.9,12.3,10.8,0.7,11.1
31,"CD106, Manhattan",7,20,1314,42,7,1390,0.4,1.0,3.9,2.4,1.6,3.5
20,"CD107, Manhattan",8,58,1418,86,0,1570,0.4,2.9,4.2,4.9,0.0,3.9
42,"CD108, Manhattan",17,38,1920,112,4,2091,0.9,1.9,5.7,6.4,0.9,5.3
60,"CD109, Manhattan",5,18,485,27,1,536,0.3,0.9,1.4,1.5,0.2,1.3
70,"CD110, Manhattan",13,36,447,39,2,537,0.7,1.8,1.3,2.2,0.5,1.4
48,"CD111, Manhattan",12,14,405,21,0,452,0.6,0.7,1.2,1.2,0.0,1.1
71,"CD112, Manhattan",0,11,484,29,0,524,0.0,0.6,1.4,1.7,0.0,1.3
18,"CD164, Manhattan",0,0,9,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0
41,"CD201, Bronx",30,14,482,33,9,568,1.6,0.7,1.4,1.9,2.1,1.4
44,"CD202, Bronx",7,8,129,8,5,157,0.4,0.4,0.4,0.5,1.2,0.4
53,"CD203, Bronx",18,3,256,29,7,313,1.0,0.2,0.8,1.7,1.6,0.8
32,"CD204, Bronx",13,19,208,12,4,256,0.7,1.0,0.6,0.7,0.9,0.6
