FIPS,name,HC01_EST_VC04,HC01_EST_VC05,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC14,HC01_MOE_VC04,HC01_MOE_VC05,HC01_MOE_VC10,HC01_MOE_VC11,HC01_MOE_VC12,HC01_MOE_VC14
51,"CD227, Bronx",0,0,3,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
52,"CD228, Bronx",0,0,3,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
2,"CD301, Brooklyn",106,91,688,56,19,960,5.8,4.0,2.3,2.5,3.4,2.7
6,"CD302, Brooklyn",38,49,807,82,16,992,2.1,2.2,2.8,3.7,2.8,2.7
14,"CD303, Brooklyn",63,88,494,47,20,712,3.4,3.9,1.7,2.1,3.6,2.0
22,"CD304, Brooklyn",56,39,358,19,9,481,3.0,1.7,1.2,0.9,1.6,1.3
64,"CD305, Brooklyn",16,22,343,25,3,409,0.9,1.0,1.2,1.1,0.5,1.1
54,"CD306, Brooklyn",51,91,734,79,8,963,2.8,4.0,2.5,3.5,1.4,2.7
9,"CD307, Brooklyn",22,48,426,20,7,523,1.2,2.1,1.5,0.9,1.2,1.4
55,"CD308, Brooklyn",26,49,287,20,7,389,1.4,2.2,1.0,0.9,1.2,1.1
16,"CD309, Brooklyn",18,27,192,9,2,248,1.0,1.2,0.7,0.4,0.4,0.7
10,"CD310, Brooklyn",9,32,278,30,2,351,0.5,1.4,0.9,1.3,0.4,1.0
1,"CD311, Brooklyn",15,36,322,24,5,402,0.8,1.6,1.1,1.1,0.9,1.1
11,"CD312, Brooklyn",57,76,386,26,20,565,3.1,3.4,1.3,1.2,3.6,1.6
7,"CD313, Brooklyn",23,15,224,33,3,298,1.3,0.7,0.8,1.5,0.5,0.8
5,"CD314, Brooklyn",18,28,291,27,7,371,1.0,1.2,1.0,1.2,1.2,1.0
8,"CD315, Brooklyn",48,65,387,31,26,557,2.6,2.9,1.3,1.4,4.6,1.5
15,"CD316, Brooklyn",10,10,199,15,6,240,0.5,0.4,0.7,0.7,1.1,0.7
17,"CD317, Brooklyn",21,35,280,14,31,381,1.1,1.5,1.0,0.6,5.5,1.1
39,"CD318, Brooklyn",17,35,300,15,2,369,0.9,1.5,1.0,0.7,0.4,1.0
56,"CD355, Brooklyn",0,0,5,6,0,11,0.0,0.0,0.0,0.3,0.0,0.0
40,"CD356, Brooklyn",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
43,"CD401, Queens",53,56,526,46,23,704,2.9,2.5,1.8,2.1,4.1,1.9
26,"CD402, Queens",32,24,423,57,20,556,1.7,1.1,1.4,2.6,3.6,1.5
68,"CD403, Queens",25,27,242,24,6,324,1.4,1.2,0.8,1.1,1.1,0.9
27,"CD404, Queens",26,26,233,18,16,319,1.4,1.1,0.8,0.8,2.8,0.9
28,"CD405, Queens",24,61,347,22,4,458,1.3,2.7,1.2,1.0,0.7,1.3
37,"CD406, Queens",10,28,292,22,1,353,0.5,1.2,1.0,1.0,0.2,1.0
49,"CD407, Queens",133,96,615,41,35,920,7.2,4.2,2.1,1.8,6.2,2.5
46,"CD408, Queens",28,73,291,16,10,418,1.5,3.2,1.0,0.7,1.8,1.2
65,"CD409, Queens",12,28,285,28,16,369,0.7,1.2,1.0,1.3,2.8,1.0
61,"CD410, Queens",20,34,223,13,7,297,1.1,1.5,0.8,0.6,1.2,0.8
47,"CD411, Queens",44,84,346,15,20,509,2.4,3.7,1.2,0.7,3.6,1.4
3,"CD412, Queens",68,69,578,37,11,763,3.7,3.0,2.0,1.7,2.0,2.1
66,"CD413, Queens",31,60,429,7,5,532,1.7,2.7,1.5,0.3,0.9,1.5
57,"CD414, Queens",49,30,325,24,18,446,2.7,1.3,1.1,1.1,3.2,1.2
69,"CD480, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,"CD481, Queens",2,0,11,9,0,22,0.1,0.0,0.0,0.4,0.0,0.1
38,"CD482, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
67,"CD483, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
23,"CD484, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
25,"CD501, Staten Island",62,38,396,19,14,529,3.4,1.7,1.4,0.9,2.5,1.5
34,"CD502, Staten Island",74,29,369,20,14,506,4.0,1.3,1.3,0.9,2.5,1.4
35,"CD503, Staten Island",134,45,334,19,18,550,7.3,2.0,1.1,0.9,3.2,1.5
12,"CD595, Staten Island",0,0,3,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
