FIPS,name,HC01_EST_VC04,HC01_EST_VC05,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC14,HC01_MOE_VC04,HC01_MOE_VC05,HC01_MOE_VC10,HC01_MOE_VC11,HC01_MOE_VC12,HC01_MOE_VC14
19,"CD101, Manhattan",74,215,4896,816,15,6016,0.9,2.3,3.9,3.6,0.7,3.6
29,"CD102, Manhattan",70,328,6319,1174,19,7910,0.8,3.6,5.0,5.2,0.8,4.7
30,"CD103, Manhattan",91,134,3566,660,25,4476,1.1,1.5,2.8,2.9,1.1,2.7
21,"CD104, Manhattan",160,172,4593,1118,44,6087,1.9,1.9,3.7,5.0,1.9,3.6
13,"CD105, Manhattan",96,354,14836,1733,45,17064,1.2,3.8,11.8,7.7,2.0,10.2
31,"CD106, Manhattan",48,136,5542,739,10,6475,0.6,1.5,4.4,3.3,0.4,3.9
20,"CD107, Manhattan",45,229,5959,976,9,7218,0.5,2.5,4.7,4.3,0.4,4.3
42,"CD108, Manhattan",61,246,7123,1330,24,8784,0.7,2.7,5.7,5.9,1.0,5.2
60,"CD109, Manhattan",26,84,1827,306,6,2249,0.3,0.9,1.5,1.4,0.3,1.3
70,"CD110, Manhattan",53,133,1488,405,19,2098,0.6,1.4,1.2,1.8,0.8,1.2
48,"CD111, Manhattan",58,80,1573,415,13,2139,0.7,0.9,1.3,1.8,0.6,1.3
71,"CD112, Manhattan",21,73,2225,406,4,2729,0.3,0.8,1.8,1.8,0.2,1.6
18,"CD164, Manhattan",0,0,33,2,0,35,0.0,0.0,0.0,0.0,0.0,0.0
41,"CD201, Bronx",85,54,892,284,8,1323,1.0,0.6,0.7,1.3,0.3,0.8
44,"CD202, Bronx",35,28,514,99,6,682,0.4,0.3,0.4,0.4,0.3,0.4
53,"CD203, Bronx",49,34,512,209,19,823,0.6,0.4,0.4,0.9,0.8,0.5
32,"CD204, Bronx",67,42,879,275,13,1276,0.8,0.5,0.7,1.2,0.6,0.8
62,"CD205, Bronx",27,27,676,174,24,928,0.3,0.3,0.5,0.8,1.0,0.6
63,"CD206, Bronx",72,36,688,206,34,1036,0.9,0.4,0.5,0.9,1.5,0.6
36,"CD207, Bronx",47,30,831,218,16,1142,0.6,0.3,0.7,1.0,0.7,0.7
24,"CD208, Bronx",41,52,700,181,14,988,0.5,0.6,0.6,0.8,0.6,0.6
45,"CD209, Bronx",63,33,899,258,8,1261,0.8,0.4,0.7,1.1,0.3,0.8
59,"CD210, Bronx",91,61,685,124,21,982,1.1,0.7,0.5,0.6,0.9,0.6
50,"CD211, Bronx",41,53,613,141,10,858,0.5,0.6,0.5,0.6,0.4,0.5
58,"CD212, Bronx",113,77,876,123,16,1205,1.4,0.8,0.7,0.5,0.7,0.7
33,"CD226, Bronx",0,0,6,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0
51,"CD227, Bronx",0,0,3,2,0,5,0.0,0.0,0.0,0.0,0.0,0.0
52,"CD228, Bronx",0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
2,"CD301, Brooklyn",451,401,2916,955,125,4848,5.5,4.3,2.3,4.3,5.5,2.9
6,"CD302, Brooklyn",200,310,3428,842,21,4801,2.4,3.4,2.7,3.7,0.9,2.9
14,"CD303, Brooklyn",352,359,2131,547,50,3439,4.3,3.9,1.7,2.4,2.2,2.0
22,"CD304, Brooklyn",230,190,1542,357,66,2385,2.8,2.1,1.2,1.6,2.9,1.4
64,"CD305, Brooklyn",348,83,1442,331,21,2225,4.2,0.9,1.1,1.5,0.9,1.3
54,"CD306, Brooklyn",187,347,2608,608,31,3781,2.3,3.8,2.1,2.7,1.4,2.3
9,"CD307, Brooklyn",99,249,1855,232,30,2465,1.2,2.7,1.5,1.0,1.3,1.5
55,"CD308, Brooklyn",121,226,1459,332,15,2153,1.5,2.4,1.2,1.5,0.7,1.3
16,"CD309, Brooklyn",86,71,927,153,28,1265,1.0,0.8,0.7,0.7,1.2,0.8
10,"CD310, Brooklyn",31,106,1500,177,12,1826,0.4,1.1,1.2,0.8,0.5,1.1
1,"CD311, Brooklyn",73,127,1503,147,40,1890,0.9,1.4,1.2,0.7,1.7,1.1
11,"CD312, Brooklyn",248,382,1348,314,93,2385,3.0,4.1,1.1,1.4,4.1,1.4
7,"CD313, Brooklyn",79,51,854,220,31,1235,1.0,0.6,0.7,1.0,1.4,0.7
5,"CD314, Brooklyn",81,92,1328,253,24,1778,1.0,1.0,1.1,1.1,1.0,1.1
8,"CD315, Brooklyn",195,225,1664,263,106,2453,2.4,2.4,1.3,1.2,4.6,1.5
15,"CD316, Brooklyn",77,55,774,137,22,1065,0.9,0.6,0.6,0.6,1.0,0.6
17,"CD317, Brooklyn",116,80,816,170,39,1221,1.4,0.9,0.6,0.8,1.7,0.7
