FIPS,name,HC01_EST_VC04,HC01_EST_VC05,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC14,HC01_MOE_VC04,HC01_MOE_VC05,HC01_MOE_VC10,HC01_MOE_VC11,HC01_MOE_VC12,HC01_MOE_VC14
19,"CD101, Manhattan",15,37,1121,52,3,1228,0.8,1.8,3.6,2.9,0.9,3.3
29,"CD102, Manhattan",17,66,1400,57,0,1540,1.0,3.1,4.5,3.1,0.0,4.1
30,"CD103, Manhattan",24,28,754,42,1,849,1.3,1.3,2.4,2.3,0.3,2.3
21,"CD104, Manhattan",26,25,1203,86,0,1340,1.5,1.2,3.9,4.7,0.0,3.6
13,"CD105, Manhattan",30,51,2972,146,2,3201,1.7,2.4,9.5,8.1,0.6,8.6
31,"CD106, Manhattan",5,26,1057,43,0,1131,0.3,1.2,3.4,2.4,0.0,3.0
20,"CD107, Manhattan",8,60,1401,61,1,1531,0.4,2.9,4.5,3.4,0.3,4.1
42,"CD108, Manhattan",13,52,1563,78,0,1706,0.7,2.5,5.0,4.3,0.0,4.6
60,"CD109, Manhattan",6,24,391,44,0,465,0.3,1.1,1.3,2.4,0.0,1.2
70,"CD110, Manhattan",12,23,390,29,2,456,0.7,1.1,1.2,1.6,0.6,1.2
48,"CD111, Manhattan",7,14,414,26,7,468,0.4,0.7,1.3,1.4,2.1,1.3
71,"CD112, Manhattan",3,17,430,34,2,486,0.2,0.8,1.4,1.9,0.6,1.3
18,"CD164, Manhattan",0,0,7,4,0,11,0.0,0.0,0.0,0.2,0.0,0.0
41,"CD201, Bronx",21,13,324,31,4,393,1.2,0.6,1.0,1.7,1.2,1.1
44,"CD202, Bronx",7,6,116,6,1,136,0.4,0.3,0.4,0.3,0.3,0.4
53,"CD203, Bronx",9,5,204,19,7,244,0.5,0.2,0.7,1.0,2.1,0.7
32,"CD204, Bronx",12,11,253,25,8,309,0.7,0.5,0.8,1.4,2.4,0.8
62,"CD205, Bronx",13,13,221,19,2,268,0.7,0.6,0.7,1.0,0.6,0.7
63,"CD206, Bronx",17,21,234,20,12,304,1.0,1.0,0.7,1.1,3.5,0.8
36,"CD207, Bronx",18,7,230,14,10,279,1.0,0.3,0.7,0.8,2.9,0.7
24,"CD208, Bronx",16,10,192,18,3,239,0.9,0.5,0.6,1.0,0.9,0.6
45,"CD209, Bronx",31,17,301,23,2,374,1.7,0.8,1.0,1.3,0.6,1.0
59,"CD210, Bronx",10,20,167,6,4,207,0.6,1.0,0.5,0.3,1.2,0.6
50,"CD211, Bronx",16,14,176,8,1,215,0.9,0.7,0.6,0.4,0.3,0.6
