FIPS,name,HC01_EST_VC04,HC01_EST_VC05,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC14,HC01_MOE_VC04,HC01_MOE_VC05,HC01_MOE_VC10,HC01_MOE_VC11,HC01_MOE_VC12,HC01_MOE_VC14
19,"CD101, Manhattan",15,56,1292,97,1,1396,0.8,2.5,3.9,4.6,0.2,3.8
29,"CD102, Manhattan",16,66,1579,83,4,1612,0.8,2.9,4.8,3.9,0.8,4.4
30,"CD103, Manhattan",17,49,867,66,1,918,0.9,2.2,2.6,3.1,0.2,2.5
21,"CD104, Manhattan",30,48,1405,100,14,1498,1.5,2.1,4.3,4.7,2.9,4.1
13,"CD105, Manhattan",27,73,3726,191,6,3872,1.4,3.2,11.3,9.1,1.2,10.7
31,"CD106, Manhattan",11,28,1449,62,8,1479,0.6,1.2,4.4,2.9,1.6,4.1
20,"CD107, Manhattan",7,56,1470,97,2,1532,0.4,2.5,4.4,4.6,0.4,4.2
42,"CD108, Manhattan",26,50,1852,132,23,1913,1.3,2.2,5.6,6.3,4.7,5.3
60,"CD109, Manhattan",6,19,416,36,1,408,0.3,0.8,1.3,1.7,0.2,1.1
70,"CD110, Manhattan",14,39,461,36,6,481,0.7,1.7,1.4,1.7,1.2,1.3
48,"CD111, Manhattan",13,19,405,24,1,419,0.7,0.8,1.2,1.1,0.2,1.2
71,"CD112, Manhattan",3,10,607,38,0,597,0.2,0.4,1.8,1.8,0,1.6
18,"CD164, Manhattan",0,0,6,1,0,7,0,0,0.0,0,0,0
41,"CD201, Bronx",23,11,412,26,10,439,1.2,0.5,1.2,1.2,2.1,1.2
44,"CD202, Bronx",8,6,102,8,1,104,0.4,0.3,0.3,0.4,0.2,0.3
53,"CD203, Bronx",12,9,182,18,3,180,0.6,0.4,0.6,0.9,0.6,0.5
32,"CD204, Bronx",7,10,202,17,1,199,0.4,0.4,0.6,0.8,0.2,0.5
62,"CD205, Bronx",10,5,211,18,0,205,0.5,0.2,0.6,0.9,0,0.6
63,"CD206, Bronx",14,5,159,20,9,177,0.7,0.2,0.5,0.9,1.9,0.5
36,"CD207, Bronx",12,7,189,9,10,195,0.6,0.3,0.6,0.4,2.1,0.5
24,"CD208, Bronx",10,11,179,14,2,188,0.5,0.5,0.5,0.7,0.4,0.5
45,"CD209, Bronx",18,15,284,24,2,307,0.9,0.7,0.9,1.1,0.4,0.8
59,"CD210, Bronx",10,15,214,7,3,224,0.5,0.7,0.6,0.3,0.6,0.6
50,"CD211, Bronx",9,7,179,9,3,196,0.5,0.3,0.5,0.4,0.6,0.5
58,"CD212, Bronx",37,20,286,10,8,328,1.9,0.9,0.9,0.5,1.6,0.9
33,"CD226, Bronx",1,0,0,0,0,1,0.1,0,0.0,0,0,0
51,"CD227, Bronx",0,0,0,0,0,0,0,0,0.0,0,0,0
52,"CD228, Bronx",0,0,0,0,0,0,0,0,0.0,0,0,0
2,"CD301, Brooklyn",82,90,867,77,26,967,4.2,4,2.6,3.7,5.4,2.7
6,"CD302, Brooklyn",35,63,937,84,3,1049,1.8,2.8,2.8,4,0.6,2.9
14,"CD303, Brooklyn",73,109,659,44,18,772,3.7,4.8,2.0,2.1,3.7,2.1
22,"CD304, Brooklyn",55,58,344,23,6,443,2.8,2.6,1.0,1.1,1.2,1.2
64,"CD305, Brooklyn",39,19,400,37,3,444,2,0.8,1.2,1.8,0.6,1.2
54,"CD306, Brooklyn",30,82,870,29,3,901,1.5,3.6,2.6,1.4,0.6,2.5
9,"CD307, Brooklyn",30,53,507,48,3,574,1.5,2.4,1.5,2.3,0.6,1.6
55,"CD308, Brooklyn",22,58,370,17,12,416,1.1,2.6,1.1,0.8,2.5,1.1
16,"CD309, Brooklyn",18,20,250,8,3,265,0.9,0.9,0.8,0.4,0.6,0.7
10,"CD310, Brooklyn",10,21,346,22,1,364,0.5,0.9,1.0,1,0.2,1
1,"CD311, Brooklyn",17,29,355,17,5,365,0.9,1.3,1.1,0.8,1,1
11,"CD312, Brooklyn",52,105,399,22,29,520,2.6,4.7,1.2,1,6,1.4
7,"CD313, Brooklyn",26,7,412,21,6,420,1.3,0.3,1.2,1,1.2,1.2
5,"CD314, Brooklyn",15,28,342,27,14,378,0.8,1.2,1.0,1.3,2.9,1
8,"CD315, Brooklyn",59,43,384,27,11,476,3,1.9,1.2,1.3,2.3,1.3
15,"CD316, Brooklyn",19,16,220,14,1,240,1,0.7,0.7,0.7,0.2,0.7
17,"CD317, Brooklyn",42,29,228,18,14,286,2.1,1.3,0.7,0.9,2.9,0.8
39,"CD318, Brooklyn",16,23,385,16,3,411,0.8,1,1.2,0.8,0.6,1.1
56,"CD355, Brooklyn",0,0,4,0,0,4,0,0,0.0,0,0,0
40,"CD356, Brooklyn",0,0,0,0,0,0,0,0,0.0,0,0,0
43,"CD401, Queens",55,39,601,48,29,685,2.8,1.7,1.8,2.3,6,1.9
26,"CD402, Queens",64,38,449,90,8,620,3.2,1.7,1.4,4.3,1.6,1.7
68,"CD403, Queens",18,23,304,8,8,324,0.9,1,0.9,0.4,1.6,0.9
27,"CD404, Queens",47,19,238,15,4,295,2.4,0.8,0.7,0.7,0.8,0.8
28,"CD405, Queens",31,56,453,19,2,528,1.6,2.5,1.4,0.9,0.4,1.5
37,"CD406, Queens",5,34,270,17,3,301,0.3,1.5,0.8,0.8,0.6,0.8
49,"CD407, Queens",118,101,663,37,34,829,6,4.5,2.0,1.8,7,2.3
46,"CD408, Queens",36,72,330,23,10,417,1.8,3.2,1.0,1.1,2.1,1.1
65,"CD409, Queens",10,31,266,23,2,301,0.5,1.4,0.8,1.1,0.4,0.8
61,"CD410, Queens",12,20,279,16,4,300,0.6,0.9,0.8,0.8,0.8,0.8
47,"CD411, Queens",45,58,316,13,12,391,2.3,2.6,1.0,0.6,2.5,1.1
3,"CD412, Queens",67,64,553,31,21,681,3.4,2.8,1.7,1.5,4.3,1.9
66,"CD413, Queens",22,64,409,10,3,479,1.1,2.8,1.2,0.5,0.6,1.3
57,"CD414, Queens",70,33,409,25,12,509,3.5,1.5,1.2,1.2,2.5,1.4
69,"CD480, Queens",0,0,0,0,0,0,0,0,0.0,0,0,0
4,"CD481, Queens",0,1,0,0,0,1,0,0,0.0,0,0,0
38,"CD482, Queens",0,0,0,0,0,0,0,0,0.0,0,0,0
67,"CD483, Queens",0,0,0,0,0,0,0,0,0.0,0,0,0
23,"CD484, Queens",0,0,0,0,0,0,0,0,0.0,0,0,0
25,"CD501, Staten Island",120,38,422,21,12,530,6.1,1.7,1.3,1,2.5,1.5
34,"CD502, Staten Island",112,32,350,11,27,480,5.7,1.4,1.1,0.5,5.6,1.3
35,"CD503, Staten Island",145,41,323,7,14,481,7.3,1.8,1.0,0.3,2.9,1.3
12,"CD595, Staten Island",0,0,1,0,0,1,0,0,0.0,0,0,0
