FIPS,name,HC01_EST_VC04,HC01_EST_VC05,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC14,HC01_MOE_VC04,HC01_MOE_VC05,HC01_MOE_VC10,HC01_MOE_VC11,HC01_MOE_VC12,HC01_MOE_VC14
19,"CD101, Manhattan",7,46,1000,55,1,1109,0.4,2.4,3.0,4.3,0.3,2.9
29,"CD102, Manhattan",10,76,1554,37,9,1686,0.5,3.9,4.7,2.9,2.8,4.4
30,"CD103, Manhattan",23,39,759,34,1,856,1.3,2.0,2.3,2.7,0.3,2.2
21,"CD104, Manhattan",29,34,1256,57,1,1377,1.6,1.8,3.8,4.5,0.3,3.6
13,"CD105, Manhattan",13,42,3156,156,2,3369,0.7,2.2,9.6,12.3,0.6,8.8
31,"CD106, Manhattan",8,12,1104,40,0,1164,0.4,0.6,3.4,3.1,0.0,3.1
20,"CD107, Manhattan",4,52,1570,86,0,1712,0.2,2.7,4.8,6.8,0.0,4.5
42,"CD108, Manhattan",16,51,1907,68,5,2047,0.9,2.6,5.8,5.3,1.6,5.4
60,"CD109, Manhattan",7,21,466,27,0,521,0.4,1.1,1.4,2.1,0.0,1.4
70,"CD110, Manhattan",13,35,427,12,0,487,0.7,1.8,1.3,0.9,0.0,1.3
48,"CD111, Manhattan",14,16,430,16,0,476,0.8,0.8,1.3,1.3,0.0,1.2
71,"CD112, Manhattan",3,7,468,18,0,496,0.2,0.4,1.4,1.4,0.0,1.3
18,"CD164, Manhattan",0,0,10,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0
41,"CD201, Bronx",20,14,399,31,4,468,1.1,0.7,1.2,2.4,1.2,1.2
44,"CD202, Bronx",12,9,163,6,3,193,0.7,0.5,0.5,0.5,0.9,0.5
53,"CD203, Bronx",22,4,246,14,2,288,1.2,0.2,0.8,1.1,0.6,0.8
32,"CD204, Bronx",16,15,231,11,5,278,0.9,0.8,0.7,0.9,1.6,0.7
62,"CD205, Bronx",16,7,254,7,7,291,0.9,0.4,0.8,0.5,2.2,0.8
63,"CD206, Bronx",27,8,256,12,6,309,1.5,0.4,0.8,0.9,1.9,0.8
36,"CD207, Bronx",22,11,242,7,2,284,1.2,0.6,0.7,0.5,0.6,0.7
24,"CD208, Bronx",9,8,256,8,3,284,0.5,0.4,0.8,0.6,0.9,0.7
45,"CD209, Bronx",31,8,374,26,7,446,1.7,0.4,1.1,2.0,2.2,1.2
59,"CD210, Bronx",19,10,243,4,2,278,1.0,0.5,0.7,0.3,0.6,0.7
50,"CD211, Bronx",9,10,195,14,2,230,0.5,0.5,0.6,1.1,0.6,0.6
58,"CD212, Bronx",32,21,302,6,10,371,1.8,1.1,0.9,0.5,3.1,1.0
33,"CD226, Bronx",0,0,3,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
51,"CD227, Bronx",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
52,"CD228, Bronx",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,"CD301, Brooklyn",73,98,949,33,7,1160,4.0,5.1,2.9,2.6,2.2,3.0
6,"CD302, Brooklyn",28,60,1132,53,3,1276,1.5,3.1,3.5,4.2,0.9,3.3
14,"CD303, Brooklyn",47,75,728,33,3,886,2.6,3.9,2.2,2.6,0.9,2.3
22,"CD304, Brooklyn",32,39,417,14,7,509,1.8,2.0,1.3,1.1,2.2,1.3
64,"CD305, Brooklyn",46,12,425,21,3,507,2.5,0.6,1.3,1.6,0.9,1.3
54,"CD306, Brooklyn",34,77,809,17,1,938,1.9,4.0,2.5,1.3,0.3,2.5
9,"CD307, Brooklyn",25,39,465,11,11,551,1.4,2.0,1.4,0.9,3.4,1.4
55,"CD308, Brooklyn",14,32,298,12,3,359,0.8,1.7,0.9,0.9,0.9,0.9
16,"CD309, Brooklyn",8,21,267,9,12,317,0.4,1.1,0.8,0.7,3.7,0.8
10,"CD310, Brooklyn",14,22,366,20,1,423,0.8,1.1,1.1,1.6,0.3,1.1
1,"CD311, Brooklyn",34,24,317,7,2,384,1.9,1.2,1.0,0.5,0.6,1.0
11,"CD312, Brooklyn",36,65,417,10,12,540,2.0,3.4,1.3,0.8,3.7,1.4
7,"CD313, Brooklyn",18,17,338,6,9,388,1.0,0.9,1.0,0.5,2.8,1.0
5,"CD314, Brooklyn",10,20,286,17,6,339,0.5,1.0,0.9,1.3,1.9,0.9
8,"CD315, Brooklyn",31,49,405,13,9,507,1.7,2.5,1.2,1.0,2.8,1.3
15,"CD316, Brooklyn",24,12,270,11,3,320,1.3,0.6,0.8,0.9,0.9,0.8
17,"CD317, Brooklyn",49,17,294,5,13,378,2.7,0.9,0.9,0.4,4.0,1.0
39,"CD318, Brooklyn",14,23,304,5,1,347,0.8,1.2,0.9,0.4,0.3,0.9
56,"CD355, Brooklyn",0,0,5,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
40,"CD356, Brooklyn",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
43,"CD401, Queens",68,56,771,24,19,938,3.7,2.9,2.4,1.9,5.9,2.5
26,"CD402, Queens",39,20,479,26,11,575,2.1,1.0,1.5,2.0,3.4,1.5
68,"CD403, Queens",38,26,272,7,1,344,2.1,1.3,0.8,0.5,0.3,0.9
27,"CD404, Queens",39,25,300,5,7,376,2.1,1.3,0.9,0.4,2.2,1.0
28,"CD405, Queens",15,39,390,12,1,457,0.8,2.0,1.2,0.9,0.3,1.2
37,"CD406, Queens",12,29,295,11,1,348,0.7,1.5,0.9,0.9,0.3,0.9
49,"CD407, Queens",120,79,715,35,21,970,6.6,4.1,2.2,2.7,6.5,2.5
46,"CD408, Queens",22,51,300,5,9,387,1.2,2.6,0.9,0.4,2.8,1.0
65,"CD409, Queens",13,22,249,5,0,289,0.7,1.1,0.8,0.4,0.0,0.8
61,"CD410, Queens",9,31,210,8,3,261,0.5,1.6,0.6,0.6,0.9,0.7
47,"CD411, Queens",47,70,362,14,6,499,2.6,3.6,1.1,1.1,1.9,1.3
3,"CD412, Queens",82,44,596,17,4,743,4.5,2.3,1.8,1.3,1.2,1.9
66,"CD413, Queens",25,61,363,11,8,468,1.4,3.2,1.1,0.9,2.5,1.2
