FIPS,name,HC01_EST_VC04,HC01_EST_VC05,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC14,HC01_MOE_VC04,HC01_MOE_VC05,HC01_MOE_VC10,HC01_MOE_VC11,HC01_MOE_VC12,HC01_MOE_VC14
19,"CD101, Manhattan",22,39,1208,105,3,1377,1.1,1.8,4.1,4.0,0.5,3.8
29,"CD102, Manhattan",25,80,1533,106,4,1748,1.2,3.7,5.3,4.1,0.7,4.8
30,"CD103, Manhattan",24,29,703,58,0,814,1.2,1.3,2.4,2.2,0.0,2.2
21,"CD104, Manhattan",39,42,1337,107,8,1533,1.9,1.9,4.6,4.1,1.3,4.2
13,"CD105, Manhattan",30,94,3458,197,1,3780,1.5,4.3,11.8,7.5,0.2,10.3
31,"CD106, Manhattan",16,28,1230,51,7,1332,0.8,1.3,4.2,1.9,1.2,3.6
20,"CD107, Manhattan",9,36,1313,88,4,1450,0.4,1.7,4.5,3.4,0.7,4.0
42,"CD108, Manhattan",17,40,1687,98,12,1854,0.8,1.8,5.8,3.7,2.0,5.1
60,"CD109, Manhattan",10,19,327,29,0,385,0.5,0.9,1.1,1.1,0.0,1.1
70,"CD110, Manhattan",17,26,330,47,8,428,0.8,1.2,1.1,1.8,1.3,1.2
48,"CD111, Manhattan",13,16,259,39,7,334,0.6,0.7,0.9,1.5,1.2,0.9
71,"CD112, Manhattan",2,11,520,33,1,567,0.1,0.5,1.8,1.3,0.2,1.5
18,"CD164, Manhattan",0,0,10,3,0,13,0.0,0.0,0.0,0.1,0.0,0.0
41,"CD201, Bronx",21,21,286,38,4,370,1.0,1.0,1.0,1.5,0.7,1.0
44,"CD202, Bronx",15,7,96,9,5,132,0.7,0.3,0.3,0.3,0.8,0.4
53,"CD203, Bronx",14,3,166,30,1,214,0.7,0.1,0.6,1.1,0.2,0.6
32,"CD204, Bronx",15,11,191,37,16,270,0.7,0.5,0.7,1.4,2.7,0.7
62,"CD205, Bronx",13,10,143,27,6,199,0.6,0.5,0.5,1.0,1.0,0.5
63,"CD206, Bronx",11,7,131,25,4,178,0.5,0.3,0.4,1.0,0.7,0.5
36,"CD207, Bronx",11,5,173,26,9,224,0.5,0.2,0.6,1.0,1.5,0.6
24,"CD208, Bronx",24,11,188,25,17,265,1.2,0.5,0.6,1.0,2.9,0.7
45,"CD209, Bronx",4,9,284,46,1,344,0.2,0.4,1.0,1.8,0.2,0.9
59,"CD210, Bronx",20,15,210,20,8,273,1.0,0.7,0.7,0.8,1.3,0.7
50,"CD211, Bronx",7,8,175,10,0,200,0.3,0.4,0.6,0.4,0.0,0.5
58,"CD212, Bronx",34,12,258,21,10,335,1.7,0.6,0.9,0.8,1.7,0.9
33,"CD226, Bronx",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
51,"CD227, Bronx",0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
52,"CD228, Bronx",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,"CD301, Brooklyn",97,95,697,75,19,983,4.8,4.4,2.4,2.9,3.2,2.7
6,"CD302, Brooklyn",55,73,778,82,14,1002,2.7,3.4,2.7,3.1,2.3,2.7
14,"CD303, Brooklyn",85,106,465,44,13,713,4.2,4.9,1.6,1.7,2.2,1.9
22,"CD304, Brooklyn",63,43,263,36,20,425,3.1,2.0,0.9,1.4,3.4,1.2
64,"CD305, Brooklyn",66,15,292,30,12,415,3.3,0.7,1.0,1.1,2.0,1.1
54,"CD306, Brooklyn",20,77,573,62,13,745,1.0,3.6,2.0,2.4,2.2,2.0
9,"CD307, Brooklyn",24,53,442,89,13,621,1.2,2.4,1.5,3.4,2.2,1.7
55,"CD308, Brooklyn",18,48,316,40,4,426,0.9,2.2,1.1,1.5,0.7,1.2
16,"CD309, Brooklyn",23,29,211,14,10,287,1.1,1.3,0.7,0.5,1.7,0.8
10,"CD310, Brooklyn",18,16,300,43,6,383,0.9,0.7,1.0,1.6,1.0,1.0
1,"CD311, Brooklyn",20,32,406,62,4,524,1.0,1.5,1.4,2.4,0.7,1.4
11,"CD312, Brooklyn",94,94,337,60,25,610,4.6,4.3,1.2,2.3,4.2,1.7
7,"CD313, Brooklyn",9,16,268,46,11,350,0.4,0.7,0.9,1.8,1.8,1.0
5,"CD314, Brooklyn",19,30,277,24,5,355,0.9,1.4,0.9,0.9,0.8,1.0
8,"CD315, Brooklyn",36,51,330,38,19,474,1.8,2.4,1.1,1.5,3.2,1.3
15,"CD316, Brooklyn",28,16,156,10,1,211,1.4,0.7,0.5,0.4,0.2,0.6
17,"CD317, Brooklyn",24,37,228,40,30,359,1.2,1.7,0.8,1.5,5.0,1.0
39,"CD318, Brooklyn",20,29,320,33,6,408,1.0,1.3,1.1,1.3,1.0,1.1
56,"CD355, Brooklyn",0,0,10,2,0,12,0.0,0.0,0.0,0.1,0.0,0.0
40,"CD356, Brooklyn",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
43,"CD401, Queens",67,55,482,83,30,717,3.3,2.5,1.7,3.2,5.0,2.0
26,"CD402, Queens",30,22,412,59,17,540,1.5,1.0,1.4,2.3,2.9,1.5
68,"CD403, Queens",27,23,275,17,11,353,1.3,1.1,0.9,0.6,1.8,1.0
27,"CD404, Queens",29,25,202,21,4,281,1.4,1.2,0.7,0.8,0.7,0.8
28,"CD405, Queens",33,53,332,29,6,453,1.6,2.4,1.1,1.1,1.0,1.2
37,"CD406, Queens",6,19,233,26,4,288,0.3,0.9,0.8,1.0,0.7,0.8
49,"CD407, Queens",124,107,640,39,39,949,6.1,4.9,2.2,1.5,6.5,2.6
46,"CD408, Queens",11,52,301,26,14,404,0.5,2.4,1.0,1.0,2.3,1.1
65,"CD409, Queens",9,30,294,37,1,371,0.4,1.4,1.0,1.4,0.2,1.0
61,"CD410, Queens",26,25,321,14,4,390,1.3,1.2,1.1,0.5,0.7,1.1
47,"CD411, Queens",40,59,368,23,17,507,2.0,2.7,1.3,0.9,2.9,1.4
3,"CD412, Queens",60,57,583,46,14,760,3.0,2.6,2.0,1.8,2.3,2.1
66,"CD413, Queens",43,54,417,10,3,527,2.1,2.5,1.4,0.4,0.5,1.4
57,"CD414, Queens",76,42,408,25,17,568,3.7,1.9,1.4,1.0,2.9,1.6
69,"CD480, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,"CD481, Queens",1,0,9,4,0,14,0.0,0.0,0.0,0.2,0.0,0.0
38,"CD482, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
67,"CD483, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
23,"CD484, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
25,"CD501, Staten Island",80,21,371,27,20,519,3.9,1.0,1.3,1.0,3.4,1.4
34,"CD502, Staten Island",97,35,359,12,19,522,4.8,1.6,1.2,0.5,3.2,1.4
35,"CD503, Staten Island",138,48,295,13,15,509,6.8,2.2,1.0,0.5,2.5,1.4
12,"CD595, Staten Island",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
