FIPS,name,HC01_EST_VC04,HC01_EST_VC05,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC14,HC01_MOE_VC04,HC01_MOE_VC05,HC01_MOE_VC10,HC01_MOE_VC11,HC01_MOE_VC12,HC01_MOE_VC14
19,"CD101, Manhattan",11,35,1243,67,15,735,0.7,1.8,3.9,4.1,3.3,3.5
29,"CD102, Manhattan",18,62,1370,75,0,828,1.1,3.3,4.3,4.6,0,3.9
30,"CD103, Manhattan",15,33,786,35,1,472,0.9,1.7,2.5,2.2,0.2,2.2
21,"CD104, Manhattan",30,32,1230,80,6,677,1.8,1.7,3.9,4.9,1.3,3.2
13,"CD105, Manhattan",25,64,3308,168,9,1685,1.5,3.4,10.5,10.4,2,8
31,"CD106, Manhattan",7,17,1384,40,4,779,0.4,0.9,4.4,2.5,0.9,3.7
20,"CD107, Manhattan",10,43,1588,67,1,1010,0.6,2.3,5.0,4.1,0.2,4.8
42,"CD108, Manhattan",17,41,1797,86,5,1080,1,2.2,5.7,5.3,1.1,5.1
60,"CD109, Manhattan",5,15,413,12,1,252,0.3,0.8,1.3,0.7,0.2,1.2
70,"CD110, Manhattan",15,24,464,22,6,320,0.9,1.3,1.5,1.4,1.3,1.5
48,"CD111, Manhattan",11,12,392,22,18,235,0.7,0.6,1.2,1.4,3.9,1.1
71,"CD112, Manhattan",3,15,480,19,3,240,0.2,0.8,1.5,1.2,0.7,1.1
18,"CD164, Manhattan",0,0,9,3,0,7,0,0,0.0,0.2,0,0
41,"CD201, Bronx",26,18,277,24,5,205,1.5,0.9,0.9,1.5,1.1,1
44,"CD202, Bronx",11,5,104,6,4,76,0.7,0.3,0.3,0.4,0.9,0.4
53,"CD203, Bronx",20,3,167,24,4,111,1.2,0.2,0.5,1.5,0.9,0.5
32,"CD204, Bronx",10,9,270,20,14,166,0.6,0.5,0.9,1.2,3,0.8
62,"CD205, Bronx",20,4,232,18,3,134,1.2,0.2,0.7,1.1,0.7,0.6
63,"CD206, Bronx",19,11,204,17,11,147,1.1,0.6,0.6,1,2.4,0.7
36,"CD207, Bronx",20,5,209,29,13,133,1.2,0.3,0.7,1.8,2.8,0.6
24,"CD208, Bronx",14,10,172,18,2,122,0.8,0.5,0.5,1.1,0.4,0.6
45,"CD209, Bronx",14,10,276,34,0,192,0.8,0.5,0.9,2.1,0,0.9
59,"CD210, Bronx",14,9,165,9,2,112,0.8,0.5,0.5,0.6,0.4,0.5
50,"CD211, Bronx",6,15,224,16,5,148,0.4,0.8,0.7,1,1.1,0.7
58,"CD212, Bronx",30,13,252,15,5,202,1.8,0.7,0.8,0.9,1.1,1
33,"CD226, Bronx",0,0,0,0,0,0,0,0,0.0,0,0,0
51,"CD227, Bronx",0,0,1,1,0,1,0,0,0.0,0.1,0,0
52,"CD228, Bronx",0,0,0,0,0,0,0,0,0.0,0,0,0
2,"CD301, Brooklyn",87,69,831,42,21,523,5.2,3.6,2.6,2.6,4.6,2.5
6,"CD302, Brooklyn",21,51,1069,55,6,669,1.2,2.7,3.4,3.4,1.3,3.2
14,"CD303, Brooklyn",62,85,597,32,6,448,3.7,4.5,1.9,2,1.3,2.1
22,"CD304, Brooklyn",41,46,334,13,7,278,2.4,2.4,1.1,0.8,1.5,1.3
64,"CD305, Brooklyn",40,11,353,13,4,263,2.4,0.6,1.1,0.8,0.9,1.3
54,"CD306, Brooklyn",26,81,826,21,4,519,1.5,4.3,2.6,1.3,0.9,2.5
9,"CD307, Brooklyn",15,52,416,18,11,297,0.9,2.7,1.3,1.1,2.4,1.4
55,"CD308, Brooklyn",16,36,288,15,4,197,1,1.9,0.9,0.9,0.9,0.9
16,"CD309, Brooklyn",16,23,210,14,7,152,1,1.2,0.7,0.9,1.5,0.7
10,"CD310, Brooklyn",12,25,317,16,1,226,0.7,1.3,1.0,1,0.2,1.1
1,"CD311, Brooklyn",17,35,338,16,2,254,1,1.8,1.1,1,0.4,1.2
11,"CD312, Brooklyn",51,54,425,18,24,332,3,2.8,1.3,1.1,5.2,1.6
7,"CD313, Brooklyn",10,6,206,16,0,155,0.6,0.3,0.7,1,0,0.7
5,"CD314, Brooklyn",21,24,304,16,17,207,1.2,1.3,1.0,1,3.7,1
8,"CD315, Brooklyn",44,54,398,7,14,325,2.6,2.8,1.3,0.4,3,1.5
15,"CD316, Brooklyn",16,7,203,13,2,131,1,0.4,0.6,0.8,0.4,0.6
17,"CD317, Brooklyn",28,21,290,13,11,191,1.7,1.1,0.9,0.8,2.4,0.9
39,"CD318, Brooklyn",8,25,330,6,0,239,0.5,1.3,1.0,0.4,0,1.1
56,"CD355, Brooklyn",0,0,4,0,0,3,0,0,0.0,0,0,0
40,"CD356, Brooklyn",0,0,0,0,0,0,0,0,0.0,0,0,0
43,"CD401, Queens",70,49,582,33,23,410,4.2,2.6,1.8,2,5,2
26,"CD402, Queens",76,28,497,35,13,374,4.5,1.5,1.6,2.2,2.8,1.8
68,"CD403, Queens",20,27,225,22,0,181,1.2,1.4,0.7,1.4,0,0.9
27,"CD404, Queens",30,20,315,12,6,187,1.8,1.1,1.0,0.7,1.3,0.9
28,"CD405, Queens",15,41,387,24,3,305,0.9,2.2,1.2,1.5,0.7,1.5
37,"CD406, Queens",15,23,282,14,2,183,0.9,1.2,0.9,0.9,0.4,0.9
49,"CD407, Queens",104,73,721,29,26,554,6.2,3.8,2.3,1.8,5.6,2.6
46,"CD408, Queens",26,73,318,11,6,288,1.5,3.8,1.0,0.7,1.3,1.4
65,"CD409, Queens",16,20,227,13,8,184,1,1.1,0.7,0.8,1.7,0.9
61,"CD410, Queens",29,32,244,10,5,218,1.7,1.7,0.8,0.6,1.1,1
47,"CD411, Queens",37,66,340,9,17,281,2.2,3.5,1.1,0.6,3.7,1.3
3,"CD412, Queens",66,63,532,36,6,511,3.9,3.3,1.7,2.2,1.3,2.4
66,"CD413, Queens",18,58,423,10,4,353,1.1,3,1.3,0.6,0.9,1.7
57,"CD414, Queens",41,27,436,30,4,378,2.4,1.4,1.4,1.9,0.9,1.8
69,"CD480, Queens",0,0,0,0,0,0,0,0,0.0,0,0,0
4,"CD481, Queens",2,0,15,6,0,21,0.1,0,0.0,0.4,0,0.1
38,"CD482, Queens",0,0,0,0,0,0,0,0,0.0,0,0,0
67,"CD483, Queens",0,0,1,0,0,0,0,0,0.0,0,0,0
23,"CD484, Queens",0,0,0,0,0,0,0,0,0.0,0,0,0
25,"CD501, Staten Island",64,32,483,22,14,369,3.8,1.7,1.5,1.4,3,1.8
34,"CD502, Staten Island",73,38,413,17,29,361,4.3,2,1.3,1,6.3,1.7
35,"CD503, Staten Island",80,24,422,16,17,351,4.8,1.3,1.3,1,3.7,1.7
12,"CD595, Staten Island",0,0,0,0,0,0,0,0,0.0,0,0,0
