FIPS,name,HC01_EST_VC04,HC01_EST_VC05,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC14,HC01_MOE_VC04,HC01_MOE_VC05,HC01_MOE_VC10,HC01_MOE_VC11,HC01_MOE_VC12,HC01_MOE_VC14
19,"CD101, Manhattan",13,53,1308,162,0,1536,0.6,2.1,4.0,5.1,0.0,3.7
29,"CD102, Manhattan",9,96,1662,158,0,1925,0.4,3.8,5.1,5.0,0.0,4.7
30,"CD103, Manhattan",30,35,905,81,3,1054,1.4,1.4,2.8,2.6,0.6,2.6
21,"CD104, Manhattan",27,47,1462,108,9,1653,1.3,1.8,4.5,3.4,1.9,4.0
13,"CD105, Manhattan",27,67,3734,260,5,4093,1.3,2.6,11.4,8.2,1.1,10.0
31,"CD106, Manhattan",13,31,1272,122,9,1447,0.6,1.2,3.9,3.9,1.9,3.5
20,"CD107, Manhattan",5,71,1748,151,3,1978,0.2,2.8,5.3,4.8,0.6,4.8
42,"CD108, Manhattan",15,62,1898,193,4,2172,0.7,2.4,5.8,6.1,0.9,5.3
60,"CD109, Manhattan",7,34,470,51,2,564,0.3,1.3,1.4,1.6,0.4,1.4
70,"CD110, Manhattan",15,50,487,53,1,606,0.7,2.0,1.5,1.7,0.2,1.5
48,"CD111, Manhattan",13,16,433,92,5,559,0.6,0.6,1.3,2.9,1.1,1.4
71,"CD112, Manhattan",6,17,548,47,1,619,0.3,0.7,1.7,1.5,0.2,1.5
18,"CD164, Manhattan",0,0,3,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0
41,"CD201, Bronx",24,11,196,30,8,269,1.1,0.4,0.6,1.0,1.7,0.7
44,"CD202, Bronx",11,10,100,14,1,136,0.5,0.4,0.3,0.4,0.2,0.3
53,"CD203, Bronx",18,9,123,23,8,181,0.8,0.4,0.4,0.7,1.7,0.4
32,"CD204, Bronx",10,7,211,35,0,263,0.5,0.3,0.6,1.1,0.0,0.6
62,"CD205, Bronx",12,6,171,35,1,225,0.6,0.2,0.5,1.1,0.2,0.5
63,"CD206, Bronx",18,12,194,34,4,262,0.8,0.5,0.6,1.1,0.9,0.6
36,"CD207, Bronx",18,7,214,51,9,299,0.8,0.3,0.7,1.6,1.9,0.7
24,"CD208, Bronx",9,11,239,27,3,289,0.4,0.4,0.7,0.9,0.6,0.7
45,"CD209, Bronx",14,11,260,24,2,311,0.7,0.4,0.8,0.8,0.4,0.8
59,"CD210, Bronx",35,9,177,24,1,246,1.6,0.4,0.5,0.8,0.2,0.6
50,"CD211, Bronx",13,9,166,25,2,215,0.6,0.4,0.5,0.8,0.4,0.5
58,"CD212, Bronx",21,19,178,17,7,242,1.0,0.7,0.5,0.5,1.5,0.6
33,"CD226, Bronx",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
51,"CD227, Bronx",0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
52,"CD228, Bronx",0,0,0,2,0,2,0.0,0.0,0.0,0.1,0.0,0.0
2,"CD301, Brooklyn",101,115,740,153,37,1146,4.7,4.5,2.3,4.9,7.9,2.8
6,"CD302, Brooklyn",26,101,915,126,10,1178,1.2,4.0,2.8,4.0,2.1,2.9
14,"CD303, Brooklyn",101,87,559,57,9,813,4.7,3.4,1.7,1.8,1.9,2.0
22,"CD304, Brooklyn",58,46,350,24,14,492,2.7,1.8,1.1,0.8,3.0,1.2
64,"CD305, Brooklyn",50,18,338,51,10,467,2.3,0.7,1.0,1.6,2.1,1.1
54,"CD306, Brooklyn",43,85,759,75,3,965,2.0,3.3,2.3,2.4,0.6,2.3
9,"CD307, Brooklyn",32,76,482,38,2,630,1.5,3.0,1.5,1.2,0.4,1.5
55,"CD308, Brooklyn",25,51,327,33,5,441,1.2,2.0,1.0,1.0,1.1,1.1
16,"CD309, Brooklyn",24,29,236,10,8,307,1.1,1.1,0.7,0.3,1.7,0.7
10,"CD310, Brooklyn",13,46,453,41,1,554,0.6,1.8,1.4,1.3,0.2,1.3
1,"CD311, Brooklyn",32,39,437,21,6,535,1.5,1.5,1.3,0.7,1.3,1.3
11,"CD312, Brooklyn",67,92,325,42,21,547,3.1,3.6,1.0,1.3,4.5,1.3
7,"CD313, Brooklyn",25,18,355,26,6,430,1.2,0.7,1.1,0.8,1.3,1.0
5,"CD314, Brooklyn",24,31,305,32,14,406,1.1,1.2,0.9,1.0,3.0,1.0
8,"CD315, Brooklyn",65,71,384,29,13,562,3.0,2.8,1.2,0.9,2.8,1.4
15,"CD316, Brooklyn",22,16,177,15,5,235,1.0,0.6,0.5,0.5,1.1,0.6
17,"CD317, Brooklyn",47,33,229,22,9,340,2.2,1.3,0.7,0.7,1.9,0.8
39,"CD318, Brooklyn",11,23,371,19,1,425,0.5,0.9,1.1,0.6,0.2,1.0
56,"CD355, Brooklyn",0,0,3,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0
40,"CD356, Brooklyn",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
43,"CD401, Queens",70,62,529,71,13,745,3.3,2.4,1.6,2.3,2.8,1.8
26,"CD402, Queens",33,36,532,56,12,669,1.5,1.4,1.6,1.8,2.6,1.6
68,"CD403, Queens",21,27,276,16,5,345,1.0,1.1,0.8,0.5,1.1,0.8
27,"CD404, Queens",28,33,308,24,8,401,1.3,1.3,0.9,0.8,1.7,1.0
28,"CD405, Queens",33,47,417,27,14,538,1.5,1.8,1.3,0.9,3.0,1.3
37,"CD406, Queens",8,23,275,23,2,331,0.4,0.9,0.8,0.7,0.4,0.8
49,"CD407, Queens",95,118,724,69,40,1046,4.4,4.6,2.2,2.2,8.5,2.5
46,"CD408, Queens",39,51,383,27,3,503,1.8,2.0,1.2,0.9,0.6,1.2
65,"CD409, Queens",6,28,294,21,1,350,0.3,1.1,0.9,0.7,0.2,0.9
61,"CD410, Queens",24,42,291,15,2,374,1.1,1.7,0.9,0.5,0.4,0.9
47,"CD411, Queens",55,101,291,9,10,466,2.6,4.0,0.9,0.3,2.1,1.1
3,"CD412, Queens",47,58,506,52,6,669,2.2,2.3,1.5,1.6,1.3,1.6
66,"CD413, Queens",18,66,377,15,11,487,0.8,2.6,1.1,0.5,2.3,1.2
57,"CD414, Queens",110,63,666,32,17,888,5.1,2.5,2.0,1.0,3.6,2.2
69,"CD480, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,"CD481, Queens",0,0,11,4,0,15,0.0,0.0,0.0,0.1,0.0,0.0
38,"CD482, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
67,"CD483, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
23,"CD484, Queens",0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
25,"CD501, Staten Island",116,38,356,21,22,553,5.4,1.5,1.1,0.7,4.7,1.3
34,"CD502, Staten Island",100,43,367,21,26,557,4.7,1.7,1.1,0.7,5.5,1.4
35,"CD503, Staten Island",192,32,305,15,15,559,9.0,1.3,0.9,0.5,3.2,1.4
12,"CD595, Staten Island",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
,,2144,2545,32813,3154,469,41125,,,,,,
