FIPS,name,HC01_EST_VC04,HC01_EST_VC05,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC14,HC01_MOE_VC04,HC01_MOE_VC05,HC01_MOE_VC10,HC01_MOE_VC11,HC01_MOE_VC12,HC01_MOE_VC14
19,"CD101, Manhattan",11,33,959,23,0,1026,0.6,1.6,3.1,3.4,0.0,2.8
29,"CD102, Manhattan",19,64,1365,22,5,1475,1.1,3.1,4.3,3.2,1.2,4.1
30,"CD103, Manhattan",22,32,706,20,5,785,1.2,1.6,2.2,2.9,1.2,2.2
21,"CD104, Manhattan",16,25,1105,35,4,1185,0.9,1.2,3.5,5.1,0.9,3.3
13,"CD105, Manhattan",23,59,2995,55,8,3140,1.3,2.9,9.5,8.1,1.9,8.6
31,"CD106, Manhattan",7,14,1113,9,1,1144,0.4,0.7,3.5,1.3,0.2,3.1
20,"CD107, Manhattan",6,64,1435,34,3,1542,0.3,3.1,4.6,5.0,0.7,4.2
42,"CD108, Manhattan",13,50,1717,23,9,1812,0.7,2.4,5.5,3.4,2.1,5.0
60,"CD109, Manhattan",11,25,310,16,0,362,0.6,1.2,1.0,2.3,0.0,1.0
70,"CD110, Manhattan",13,28,444,16,5,506,0.7,1.4,1.4,2.3,1.2,1.4
48,"CD111, Manhattan",9,11,392,8,4,424,0.5,0.5,1.2,1.2,0.9,1.2
71,"CD112, Manhattan",4,13,495,13,5,530,0.2,0.6,1.6,1.9,1.2,1.5
18,"CD164, Manhattan",0,0,15,4,1,20,0.0,0.0,0.0,0.6,0.2,0.1
41,"CD201, Bronx",24,19,311,10,3,367,1.3,0.9,1.0,1.5,0.7,1.0
44,"CD202, Bronx",7,11,144,1,0,163,0.4,0.5,0.5,0.1,0.0,0.4
53,"CD203, Bronx",16,6,186,9,0,217,0.9,0.3,0.6,1.3,0.0,0.6
32,"CD204, Bronx",12,22,293,7,4,338,0.7,1.1,0.9,1.0,0.9,0.9
62,"CD205, Bronx",28,14,215,14,12,283,1.6,0.7,0.7,2.0,2.8,0.8
63,"CD206, Bronx",18,19,264,6,15,322,1.0,0.9,0.8,0.9,3.5,0.9
36,"CD207, Bronx",22,8,272,6,9,317,1.2,0.4,0.9,0.9,2.1,0.9
24,"CD208, Bronx",7,6,196,6,3,218,0.4,0.3,0.6,0.9,0.7,0.6
45,"CD209, Bronx",20,13,281,6,5,325,1.1,0.6,0.9,0.9,1.2,0.9
59,"CD210, Bronx",9,11,222,7,1,250,0.5,0.5,0.7,1.0,0.2,0.7
50,"CD211, Bronx",6,18,235,1,4,264,0.3,0.9,0.7,0.1,0.9,0.7
58,"CD212, Bronx",23,18,314,11,3,369,1.3,0.9,1.0,1.6,0.7,1.0
33,"CD226, Bronx",1,0,0,0,0,1,0.1,0.0,0.0,0.0,0.0,0.0
51,"CD227, Bronx",1,0,5,0,0,6,0.1,0.0,0.0,0.0,0.0,0.0
52,"CD228, Bronx",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,"CD301, Brooklyn",93,86,804,15,19,1017,5.2,4.2,2.6,2.2,4.4,2.8
6,"CD302, Brooklyn",44,66,1033,20,19,1182,2.5,3.2,3.3,2.9,4.4,3.3
14,"CD303, Brooklyn",53,83,703,13,8,860,3.0,4.0,2.2,1.9,1.9,2.4
22,"CD304, Brooklyn",28,34,349,14,4,429,1.6,1.7,1.1,2.0,0.9,1.2
64,"CD305, Brooklyn",26,20,443,7,9,505,1.4,1.0,1.4,1.0,2.1,1.4
54,"CD306, Brooklyn",43,87,863,14,7,1014,2.4,4.2,2.7,2.0,1.6,2.8
9,"CD307, Brooklyn",17,43,481,17,12,570,0.9,2.1,1.5,2.5,2.8,1.6
55,"CD308, Brooklyn",19,33,313,2,6,373,1.1,1.6,1.0,0.3,1.4,1.0
16,"CD309, Brooklyn",10,19,221,2,6,258,0.6,0.9,0.7,0.3,1.4,0.7
10,"CD310, Brooklyn",8,19,322,2,3,354,0.4,0.9,1.0,0.3,0.7,1.0
1,"CD311, Brooklyn",15,27,332,13,2,389,0.8,1.3,1.1,1.9,0.5,1.1
11,"CD312, Brooklyn",62,92,406,9,18,587,3.5,4.5,1.3,1.3,4.2,1.6
7,"CD313, Brooklyn",20,7,332,12,12,383,1.1,0.3,1.1,1.8,2.8,1.1
5,"CD314, Brooklyn",20,28,320,6,9,383,1.1,1.4,1.0,0.9,2.1,1.1
8,"CD315, Brooklyn",30,67,394,7,13,511,1.7,3.3,1.3,1.0,3.0,1.4
15,"CD316, Brooklyn",25,14,245,5,1,290,1.4,0.7,0.8,0.7,0.2,0.8
17,"CD317, Brooklyn",47,22,314,9,12,404,2.6,1.1,1.0,1.3,2.8,1.1
39,"CD318, Brooklyn",6,29,346,15,0,396,0.3,1.4,1.1,2.2,0.0,1.1
56,"CD355, Brooklyn",0,0,3,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
40,"CD356, Brooklyn",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
43,"CD401, Queens",80,42,595,12,22,751,4.5,2.0,1.9,1.8,5.1,2.1
26,"CD402, Queens",27,19,463,17,5,531,1.5,0.9,1.5,2.5,1.2,1.5
68,"CD403, Queens",16,24,265,7,2,314,0.9,1.2,0.8,1.0,0.5,0.9
27,"CD404, Queens",44,30,221,3,4,302,2.5,1.5,0.7,0.4,0.9,0.8
28,"CD405, Queens",22,35,409,11,6,483,1.2,1.7,1.3,1.6,1.4,1.3
37,"CD406, Queens",9,16,307,5,1,338,0.5,0.8,1.0,0.7,0.2,0.9
49,"CD407, Queens",109,77,717,6,21,930,6.1,3.7,2.3,0.9,4.9,2.6
46,"CD408, Queens",15,50,347,10,5,427,0.8,2.4,1.1,1.5,1.2,1.2
65,"CD409, Queens",22,16,268,6,4,316,1.2,0.8,0.9,0.9,0.9,0.9
61,"CD410, Queens",26,24,300,17,9,376,1.4,1.2,1.0,2.5,2.1,1.0
47,"CD411, Queens",44,64,410,9,5,532,2.5,3.1,1.3,1.3,1.2,1.5
3,"CD412, Queens",53,71,625,9,10,768,3.0,3.5,2.0,1.3,2.3,2.1
66,"CD413, Queens",27,72,452,0,7,558,1.5,3.5,1.4,0.0,1.6,1.5
57,"CD414, Queens",69,32,385,5,12,503,3.8,1.6,1.2,0.7,2.8,1.4
69,"CD480, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,"CD481, Queens",1,0,22,1,0,24,0.1,0.0,0.1,0.1,0.0,0.1
38,"CD482, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
67,"CD483, Queens",1,0,4,0,0,5,0.1,0.0,0.0,0.0,0.0,0.0
23,"CD484, Queens",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
25,"CD501, Staten Island",103,37,512,13,16,681,5.7,1.8,1.6,1.9,3.7,1.9
34,"CD502, Staten Island",99,38,434,2,8,581,5.5,1.8,1.4,0.3,1.9,1.6
35,"CD503, Staten Island",114,49,434,6,23,626,6.4,2.4,1.4,0.9,5.4,1.7
12,"CD595, Staten Island",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
