FIPS,name,HC01_EST_VC04,HC01_EST_VC05,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC14,HC01_MOE_VC04,HC01_MOE_VC05,HC01_MOE_VC10,HC01_MOE_VC11,HC01_MOE_VC12,HC01_MOE_VC14
19,"CD101, Manhattan",24,42,805,87,3,961,1.2,1.9,4.1,4.2,0.6,3.6
29,"CD102, Manhattan",25,69,1055,77,8,1234,1.3,3.1,5.3,3.7,1.6,4.6
30,"CD103, Manhattan",17,23,534,39,3,616,0.9,1.0,2.7,1.9,0.6,2.3
21,"CD104, Manhattan",28,49,764,105,8,954,1.5,2.2,3.8,5.1,1.6,3.6
13,"CD105, Manhattan",26,86,2061,135,12,2320,1.3,3.9,10.4,6.5,2.3,8.7
31,"CD106, Manhattan",19,21,783,51,2,876,1.0,1.0,3.9,2.5,0.4,3.3
20,"CD107, Manhattan",6,54,1159,65,4,1288,0.3,2.5,5.8,3.1,0.8,4.8
42,"CD108, Manhattan",18,57,1123,90,25,1313,0.9,2.6,5.7,4.3,4.8,4.9
60,"CD109, Manhattan",2,22,255,34,1,314,0.1,1.0,1.3,1.6,0.2,1.2
70,"CD110, Manhattan",12,22,263,39,2,338,0.6,1.0,1.3,1.9,0.4,1.3
48,"CD111, Manhattan",7,11,222,30,5,275,0.4,0.5,1.1,1.4,1.0,1.0
71,"CD112, Manhattan",5,21,306,36,1,369,0.3,1.0,1.5,1.7,0.2,1.4
18,"CD164, Manhattan",0,0,2,6,0,8,0.0,0.0,0.0,0.3,0.0,0.0
41,"CD201, Bronx",21,10,158,34,6,229,1.1,0.5,0.8,1.6,1.2,0.9
44,"CD202, Bronx",5,13,64,10,0,92,0.3,0.6,0.3,0.5,0.0,0.3
53,"CD203, Bronx",9,5,82,23,10,129,0.5,0.2,0.4,1.1,1.9,0.5
32,"CD204, Bronx",12,11,120,27,2,172,0.6,0.5,0.6,1.3,0.4,0.6
62,"CD205, Bronx",14,6,122,23,6,171,0.7,0.3,0.6,1.1,1.2,0.6
63,"CD206, Bronx",11,9,92,27,8,147,0.6,0.4,0.5,1.3,1.6,0.6
36,"CD207, Bronx",16,12,94,13,7,142,0.8,0.5,0.5,0.6,1.4,0.5
24,"CD208, Bronx",18,11,114,21,3,167,0.9,0.5,0.6,1.0,0.6,0.6
45,"CD209, Bronx",14,15,274,28,0,331,0.7,0.7,1.4,1.3,0.0,1.2
59,"CD210, Bronx",12,20,134,11,8,185,0.6,0.9,0.7,0.5,1.6,0.7
50,"CD211, Bronx",4,18,115,6,3,146,0.2,0.8,0.6,0.3,0.6,0.5
58,"CD212, Bronx",31,32,205,21,5,294,1.6,1.5,1.0,1.0,1.0,1.1
33,"CD226, Bronx",1,0,0,0,0,1,0.1,0.0,0.0,0.0,0.0,0.0
51,"CD227, Bronx",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
52,"CD228, Bronx",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,"CD301, Brooklyn",77,102,420,62,22,683,4.0,4.7,2.1,3.0,4.3,2.6
6,"CD302, Brooklyn",55,70,577,84,15,801,2.9,3.2,2.9,4.0,2.9,3.0
14,"CD303, Brooklyn",69,88,359,51,6,573,3.6,4.0,1.8,2.5,1.2,2.2
22,"CD304, Brooklyn",53,46,293,20,5,417,2.8,2.1,1.5,1.0,1.0,1.6
64,"CD305, Brooklyn",48,18,274,30,8,378,2.5,0.8,1.4,1.4,1.6,1.4
