FIPS,name,HC01_EST_VC04,HC01_EST_VC05,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC14,HC01_MOE_VC04,HC01_MOE_VC05,HC01_MOE_VC10,HC01_MOE_VC11,HC01_MOE_VC12,HC01_MOE_VC14
19,"CD101, Manhattan",10,36,1053,23,3,1125,0.5,1.7,3.0,3.0,0.7,2.8
29,"CD102, Manhattan",13,62,1451,25,2,1553,0.7,3.0,4.1,3.2,0.5,3.9
30,"CD103, Manhattan",17,47,951,16,3,1034,0.9,2.2,2.7,2.1,0.7,2.6
21,"CD104, Manhattan",25,43,1114,44,2,1228,1.3,2.0,3.2,5.6,0.5,3.1
13,"CD105, Manhattan",21,66,3288,75,6,3456,1.1,3.1,9.4,9.6,1.5,8.6
31,"CD106, Manhattan",9,22,1106,17,0,1154,0.5,1.0,3.2,2.2,0.0,2.9
20,"CD107, Manhattan",6,48,1520,25,0,1599,0.3,2.3,4.3,3.2,0.0,4.0
42,"CD108, Manhattan",13,53,2005,36,4,2111,0.7,2.5,5.7,4.6,1.0,5.3
60,"CD109, Manhattan",6,20,479,10,0,515,0.3,1.0,1.4,1.3,0.0,1.3
70,"CD110, Manhattan",18,28,438,5,4,493,1.0,1.3,1.3,0.6,1.0,1.2
48,"CD111, Manhattan",15,14,462,10,1,502,0.8,0.7,1.3,1.3,0.2,1.3
71,"CD112, Manhattan",3,13,481,11,3,511,0.2,0.6,1.4,1.4,0.7,1.3
18,"CD164, Manhattan",0,0,17,1,0,18,0.0,0.0,0.0,0.1,0.0,0.0
41,"CD201, Bronx",25,16,284,11,19,355,1.3,0.8,0.8,1.4,4.7,0.9
44,"CD202, Bronx",12,11,174,5,7,209,0.6,0.5,0.5,0.6,1.7,0.5
53,"CD203, Bronx",21,9,296,5,0,331,1.1,0.4,0.8,0.6,0.0,0.8
32,"CD204, Bronx",14,11,313,13,5,356,0.8,0.5,0.9,1.7,1.2,0.9
62,"CD205, Bronx",21,10,294,14,7,346,1.1,0.5,0.8,1.8,1.7,0.9
63,"CD206, Bronx",34,11,289,12,3,349,1.8,0.5,0.8,1.5,0.7,0.9
36,"CD207, Bronx",25,12,323,11,11,382,1.3,0.6,0.9,1.4,2.7,1.0
24,"CD208, Bronx",19,17,251,13,3,303,1.0,0.8,0.7,1.7,0.7,0.8
45,"CD209, Bronx",10,14,421,10,1,456,0.5,0.7,1.2,1.3,0.2,1.1
59,"CD210, Bronx",5,8,235,4,1,253,0.3,0.4,0.7,0.5,0.2,0.6
50,"CD211, Bronx",3,18,214,5,5,245,0.2,0.9,0.6,0.6,1.2,0.6
58,"CD212, Bronx",30,22,303,4,6,365,1.6,1.0,0.9,0.5,1.5,0.9
33,"CD226, Bronx",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
51,"CD227, Bronx",0,0,4,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
52,"CD228, Bronx",0,0,4,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
2,"CD301, Brooklyn",105,86,1056,33,8,1288,5.6,4.1,3.0,4.2,2.0,3.2
6,"CD302, Brooklyn",40,57,1080,35,10,1222,2.2,2.7,3.1,4.5,2.5,3.0
14,"CD303, Brooklyn",55,106,808,13,6,988,3.0,5.1,2.3,1.7,1.5,2.5
22,"CD304, Brooklyn",36,59,443,8,6,552,1.9,2.8,1.3,1.0,1.5,1.4
64,"CD305, Brooklyn",45,14,473,19,6,557,2.4,0.7,1.4,2.4,1.5,1.4
54,"CD306, Brooklyn",32,94,895,5,4,1030,1.7,4.5,2.6,0.6,1.0,2.6
9,"CD307, Brooklyn",28,56,520,7,15,626,1.5,2.7,1.5,0.9,3.7,1.6
55,"CD308, Brooklyn",20,31,365,9,11,436,1.1,1.5,1.0,1.2,2.7,1.1
